,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
982,182319,WA,male,874,355,370,389,418,13393,4.04,10
983,130369,CO,F,1017,496,510,537,554,21385,18.17647059,50
984,147758,CA,F,5643,772,939,828,971,55164,13.33333333,25
985,18761,NC,female,714,425,434,419,432,13695,9.083333333,15
986,104234,MO,M,915,506,513,559,561,18191,9.142857143,18
987,30185,GA,F,748,352,372,369,423,13998,10,30
988,30907,GA,M,803,450,495,547,597,21132,15,15
989,105371,KS,F,208,201,242,255,296,11136,17.17647059,20
990,57058,KY,M,432,174,230,223,279,8763,11.1,25
991,160851,CA,M,1485,399,478,432,469,15254,12.875,16
992,163546,CA,M,4169,540,670,570,667,24535,11.85714286,15
993,176053,OR,M,0,0,0,0,0,0,9,12
994,149534,CA,F,5000,850,931,862,931,39028,25,30
995,156152,CA,F,1115,313,340,354,391,16625,11.4375,16
996,67177,MI,F,709,504,515,522,539,17801,9.9375,12
997,34475,FL,M,696,277,314,325,355,12415,20.4,20
998,114803,OK,F,911,384,496,497,613,31001,6.333333333,20
999,15332,NC,M,723,371,414,398,456,18915,6.538461539,10
0,119966,TX,F,321,225,264,243,281,9372,8.058823529,11
1,152470,CA,F,5725,610,763,698,807,53158,23.72727273,45
2,48527,AL,Male,931,407,502,439,496,17743,4.416666667,3
3,171528,CA,F,1895,317,389,405,471,17431,6.705882353,5
4,50122,Tennessee,F,715,318,340,352,370,12416,9.25,10
5,92293,IL,F,3359,878,897,934,973,35266,5.8,5
6,47191,AL,F,950,264,295,330,378,20090,4.142857143,5
7,89288,IL,F,1243,414,467,464,507,15884,10.4,15
8,101676,MO,M,1162,529,560,571,612,18860,10.125,15
9,30051,GA,F,359,205,260,250,292,9279,9,10
10,141500,NV,M,720,328,357,358,381,12646,11.6,18
11,21599,SC,M,1168,365,430,403,460,18128,5,7
12,110789,LA,F,324,129,204,226,277,9585,8.2,15
13,139512,NM,M,828,318,368,366,416,14887,20,20
14,142662,CA,F,1188,166,218,194,243,10014,8.333333333,10
15,82920,MN,F,915,469,514,514,566,17112,5.52631579,5
16,168186,CA,F,2412,549,534,564,549,16642,20,10
17,94503,IL,F,550,157,173,215,217,6493,12.5,10
18,167406,CA,F,4135,602,608,665,694,33830,7,7
19,170722,CA,F,2043,296,569,399,598,15530,13.8,20
20,101989,MO,F,523,314,330,327,350,11799,3.0625,5
21,66577,MI,F,2417,575,835,693,905,34152,10.5,10
22,33003,FL,F,831,242,286,281,333,19039,7.375,8
23,70216,MI,M,364,312,335,293,315,9474,9.25,20
24,43086,FL,F,795,352,406,397,444,18613,7.333333333,20
25,122110,TX,U,408,254,292,303,324,8051,4.9375,10
26,150684,CA,M,2476,366,453,470,537,15702,17.66666667,34
27,162341,CA,F,3693,358,393,393,442,16753,11.28571429,14
28,56407,KY,F,382,173,211,233,259,9037,10.64705882,20
29,188988,IN,F,667,243,311,298,351,12239,6.285714286,7
30,35581,FL,M,906,296,377,360,473,16729,10.42857143,15
31,46358,FL,M,715,362,371,388,408,12806,7.466666667,9
32,109533,LA,M,576,290,318,339,375,9596,7.5,25
33,81322,WI,male,335,209,252,268,311,9461,10.05555556,15
34,179275,WA,F,1424,419,446,477,506,16767,9.2,25
35,48691,AL,F,733,316,378,374,412,19790,10,20
36,24420,SC,F,1333,162,451,234,476,4738,8.625,12
37,165368,CA,M,3899,733,786,749,811,28586,33.33333333,20
38,41545,FL,M,658,373,392,417,436,14942,5.789473684,5
39,106235,KS,M,498,273,302,304,346,12893,5,5
40,133640,ID,M,793,359,372,464,505,19844,7.5,10
41,176443,OR,F,641,291,300,356,391,12815,14,10
42,190976,AZ,F,558,298,301,327,345,10331,14.77777778,20
43,145911,CA,F,3314,781,755,820,828,25608,11.66666667,10
44,32984,AP,Male,0,0,0,0,0,0,9.5,8
45,67541,MI,F,558,344,366,398,414,14032,6.363636364,7
46,86803,MT,female,419,184,214,253,279,9682,7.333333333,10
47,100324,MO,F,1783,577,603,609,653,26826,20,20
48,132444,CO,F,543,428,431,421,434,12010,15,20
49,107235,NE,M,1344,639,733,676,758,27610,7.214285714,11
50,67304,MI,F,1335,597,682,644,724,28770,22.25,20
51,82040,WI,male,493,213,248,258,294,10815,2.674418605,3
52,43674,FL,F,888,328,368,371,410,17342,5.714285714,10
53,159171,CA,F,1968,416,485,449,496,16541,9.4,15
54,64400,IN,M,1033,329,460,376,473,16482,15,21
55,11284,FL,M,934,324,391,404,478,17408,6.366666667,4
56,74419,MI,F,578,242,306,279,328,12451,9.857142857,10
57,55840,MS,M,406,240,243,255,265,6733,17.5,16
58,22176,NC,M,474,163,205,218,253,10597,9.133333333,12
59,25678,FL,M,721,302,339,335,365,12474,8.875,20
60,107569,NE,M,443,231,288,281,323,11042,36.11111111,50
61,70301,MI,F,841,334,409,378,462,17676,10,5
62,39020,FL,M,724,327,384,319,371,15784,12.5,21
63,125906,TX,F,924,414,443,427,438,14092,4.666666667,6
64,23934,SC,F,1056,405,498,444,485,15432,3.589285714,25
65,112751,OK,F,1017,672,700,647,673,18233,13.8,50
66,3651,MI,F,668,300,322,344,385,14567,25.83333333,25
67,1068,CA,F,3528,814,808,867,867,25564,6.162790698,5
68,120128,TX,F,417,277,300,258,326,10308,14,15
69,152092,CA,F,1232,203,229,241,267,10129,3.714285714,5
70,85913,SD,M,396,248,274,284,304,10419,9.727272727,14
71,43226,FL,M,764,269,307,317,353,13439,15,20
72,60738,IN,F,877,419,473,450,496,16981,5.25,5
73,60571,IN,M,696,354,402,407,472,15493,10.5,15
74,131913,CO,F,1109,513,587,606,636,20235,13.25,19
75,172140,CA,F,2099,588,609,610,643,19738,10.7,10
76,147753,CA,F,4778,792,981,849,987,35530,19.25,25
77,161856,CA,M,2264,430,441,404,392,16795,11,15
78,140611,NM,F,740,240,288,294,324,10701,4.375,4
79,30068,GA,F,573,250,295,285,316,9846,7.153846154,12
80,96175,IL,M,258,60,120,89,209,4884,5.555555556,5
81,727,IA,F,240,232,280,271,315,10744,2.260869565,2
82,188893,NC,M,701,297,335,405,468,15258,15.5,25
83,110425,LA,F,305,95,103,162,182,6104,13.33333333,20
84,54897,GA,F,1271,733,752,743,752,23282,15.09090909,20
85,173772,HI,F,1233,310,347,365,399,11450,7.923076923,10
86,25560,GA,F,802,479,488,531,555,16469,11.05882353,14
87,185886,WI,male,929,315,403,341,438,17069,5.142857143,5
88,175847,OR,F,2070,540,781,678,876,33467,5.5,10
89,29610,GA,M,387,191,221,285,325,11604,4.923076923,5
90,86926,MT,female,585,197,244,228,288,11955,8.8,15
91,179235,WA,male,1133,596,596,591,610,19287,9,12
92,8276,CA,M,5914,1490,1500,1275,1282,58689,12.63157895,15
93,27108,GA,F,656,304,309,308,312,14123,7.35,15
94,56860,KY,F,439,328,335,350,356,9955,11.25,24
95,157817,CA,F,2356,520,683,651,762,31180,11.28,11
96,135296,AZ,Female,967,254,359,287,408,19177,6.333333333,11
97,80995,WI,male,342,174,228,217,262,8356,5.857142857,5
98,95943,IL,M,435,353,399,345,373,13341,10,13
99,188141,FL,F,578,248,280,309,338,12336,14.42857143,25
100,13523,NV,F,463,177,189,221,233,8068,14,40
101,7518,WI,male,607,298,330,324,361,12279,4.842105263,5
102,7637,Tennessee,F,353,179,220,221,258,9059,9,10
103,40655,FL,M,810,295,373,374,430,19398,11,20
104,87505,MT,female,375,200,181,225,222,7976,8.388888889,8
105,176380,OR,M,865,459,536,530,615,21364,10,15
106,45367,FL,M,1172,455,502,487,525,18415,25,30
107,112496,AR,Female,1906,512,540,759,896,41437,8.125,10
108,119576,TX,M,916,505,571,496,571,18849,9.2,9
109,9923,TX,F,1234,363,456,441,561,21054,11.23529412,14
110,69963,MI,F,567,359,395,370,405,14794,23.125,25
111,32538,FL,F,752,346,367,374,413,14353,5.307692308,6
112,175139,OR,M,685,237,305,306,338,11659,10,15
113,138552,AZ,M,611,289,302,332,354,9529,10.30769231,10
114,160103,CA,F,0,0,0,0,0,0,5.25,5
115,152151,CA,M,1447,296,402,355,434,17489,23.85714286,42
116,174271,HI,M,2786,301,366,340,393,16808,15.83333333,18
117,41434,FL,M,782,435,437,443,451,14253,6.588235294,5
118,3312,WI,male,930,397,511,441,552,17794,11.44444444,15
119,120805,TX,F,693,332,339,367,390,15009,6.428571429,5
120,2889,OK,F,208,210,261,261,305,11711,3.181818182,3
121,162271,CA,M,4474,467,608,583,687,27544,10,15
122,74955,IA,F,334,165,193,219,268,10461,12.61290323,10
123,151846,CA,M,1234,284,276,308,284,8270,5.75,10
124,148546,CA,M,4286,811,910,883,947,33614,5.133333333,6
125,12837,IL,F,1072,547,597,555,636,17662,18.6,10
126,119868,TX,F,696,409,439,439,470,18427,10.42857143,10
127,185517,CA,M,1734,607,635,638,674,22234,8.571428571,10
128,441,IL,F,550,91,163,166,254,10050,5.5,10
129,132347,CA,M,3874,776,759,865,852,29217,14,20
130,127444,CO,M,759,270,307,316,352,13278,18.5,21
131,149767,CA,M,2105,535,555,557,578,17785,10.44444444,15
132,172315,CA,F,1368,379,416,487,528,23121,6.852941177,8
133,43001,FL,F,1167,267,274,323,349,14192,15,15
134,15416,NC,M,859,428,454,442,482,15841,20,30
135,141396,NV,M,1291,349,373,402,447,14894,10.5,10
136,137743,AZ,Female,962,349,379,419,487,20739,5.733333333,8
137,118487,TX,F,420,171,234,247,293,10643,15,20
138,33393,FL,F,1571,473,496,518,526,21109,22.5,10
139,79622,WI,F,842,463,469,492,493,15371,9.913043478,5
140,99209,IL,F,517,303,344,348,416,15032,2.578947368,3
141,23056,SC,F,1299,577,589,590,596,19461,4,12.5
142,105068,KS,U,731,354,370,398,423,14555,5.304347826,7
143,170479,CA,F,670,182,194,239,252,8448,8.857142857,10
144,135174,AZ,Female,593,230,319,272,317,11405,12.75,25
145,116669,TX,M,444,203,241,249,286,9449,5.8,10
146,126415,TX,M,509,237,262,263,291,9830,5.333333333,5
147,97736,IL,M,570,273,322,341,406,15035,8,15
148,132437,CO,F,516,231,252,275,295,10607,9.857142857,13
149,169198,CA,F,960,288,272,329,314,13094,23.75,25
150,126949,TX,F,0,0,0,0,0,0,10.5,10
151,24040,SC,M,781,357,375,373,408,13977,8.769230769,20
152,51692,Tennessee,F,829,345,394,404,432,16592,10.6,15
153,38539,FL,F,1458,275,446,427,597,34713,5.5,13
154,181462,WA,F,978,312,329,369,384,12859,15.33333333,23
155,153771,CA,F,2111,463,551,529,580,22198,20,25
156,25558,GA,M,899,489,503,503,513,16749,10.5,15
157,182916,WA,F,666,358,432,394,486,17162,20,25
158,162213,CA,M,5000,665,780,737,827,37898,10.30769231,7
159,177039,OR,F,620,232,288,284,331,11354,9.729166667,21
160,107264,NE,M,612,359,404,380,400,14320,13,20
161,60708,IN,U,482,344,429,401,447,13525,3.117647059,5
162,12234,CA,F,2247,357,425,430,500,18748,9.517241379,10
163,59240,IN,F,1395,575,580,687,704,24518,9,10
164,127028,TX,F,586,242,295,288,348,13539,9.142857143,18
165,72321,MI,M,628,310,344,337,369,12788,8.333333333,10
166,161309,CA,M,1601,329,351,453,492,14811,11.85714286,18
167,58991,KY,M,277,112,123,154,168,5611,20,10
168,136772,AZ,F,801,349,416,410,476,15610,12.22222222,19
169,190560,KS,M,220,181,238,220,272,9296,3.727272727,5
170,158022,CA,F,2380,420,490,567,586,32129,8.47826087,15
171,177260,OR,M,492,198,229,247,284,9629,5.916666667,2
172,179257,WA,male,1449,605,618,635,657,17504,6.666666667,10
173,13434,NC,M,1044,269,299,278,329,12648,10.10526316,15
174,45351,FL,F,969,356,390,401,460,18690,26,25
175,102534,AZ,M,1390,386,412,457,482,25272,12.55555556,10
176,134159,UT,F,693,343,357,367,383,9139,20,15
177,59746,IN,F,537,341,393,388,428,13705,4.848484849,4
178,102953,MO,F,652,236,309,303,372,13699,15,21
179,149598,CA,F,2679,564,600,595,592,25475,8.95,10
180,45968,FL,F,1155,328,399,399,458,15451,12.5,18
181,94486,IL,M,1358,447,481,470,501,18607,7.545454545,6
182,165641,CA,F,2192,364,425,407,487,17677,3.777777778,4
183,19779,NC,M,1285,608,636,640,676,23458,17.625,15
184,1249,IL,M,1435,423,473,485,517,18160,9.384615385,32
185,57119,KY,M,556,247,288,274,322,10031,10.54545455,20
186,158615,CA,F,2875,290,374,347,442,24936,10,15
187,153353,CA,F,885,207,171,263,220,6142,18.2,27
188,42686,FL,F,824,263,289,313,352,13532,20,20
189,71744,MI,M,727,148,383,260,463,18187,17,36
190,116608,TX,F,570,226,249,276,301,10637,10.0625,25
191,176138,OR,M,0,0,0,0,0,0,8.3125,10
192,190789,MI,M,1770,712,720,713,730,24238,12,18
193,109450,LA,F,590,252,282,309,329,11072,7.545454545,11
194,102741,MO,F,238,176,225,233,287,10253,14.42857143,20
195,59598,IN,M,521,252,297,293,343,10057,18.18181818,15
196,157481,CA,F,2439,521,572,574,619,21808,17,19
197,21922,NC,female,844,263,286,323,352,12936,15.53571429,20
198,35908,FL,F,693,373,457,413,463,16854,15,20
199,105331,KS,M,237,194,222,218,261,9190,12.5,20
200,157728,CA,M,2102,342,412,416,463,16054,15,20
201,81073,WI,F,571,243,307,295,349,13144,9.166666667,10
202,38471,FL,F,1033,471,545,544,598,22327,13.77777778,25
203,163675,CA,F,1693,423,467,457,492,17493,10.875,10
204,11195,MT,M,589,289,318,294,334,12204,11.8,10
205,5144,TX,M,1938,171,174,197,205,7708,10.06060606,15
206,37221,FL,M,775,236,296,308,363,15628,3.956521739,6
207,187959,NC,F,1024,360,364,396,429,15002,7.5,10
208,95536,IL,F,886,482,465,447,433,13887,16.66666667,20
209,103330,MO,F,915,377,432,445,492,16206,10.33333333,50
210,174360,OR,F,1163,617,631,633,655,24280,8.916666667,11
211,173805,HI,F,2506,449,455,501,517,16302,8.875,50
212,30745,GA,F,717,339,388,381,424,14609,12.5,25
213,20645,NC,female,405,187,182,216,214,7303,11.33333333,10
214,27928,GA,M,1025,425,493,470,519,17688,13,12
215,80866,WI,F,438,342,360,339,373,11227,4.545454546,4
216,55408,MS,M,1449,735,783,720,791,29612,5.25,4
217,54674,MS,M,440,270,288,315,364,11109,4.705882353,5
218,185287,CA,F,1812,415,452,435,464,16451,4.615384615,5
219,178009,OR,M,779,215,223,249,262,9279,4.037037037,5
220,143069,CA,M,3431,549,626,610,664,20683,15.2,20
221,28874,GA,M,928,243,310,396,472,17216,17.5,21
222,144110,CA,F,5882,533,596,623,657,31652,9.777777778,15
223,77116,WI,F,660,308,326,351,370,11996,9.111111111,10
224,3553,WA,male,732,411,425,434,445,13863,16.28571429,20
225,60265,IN,F,225,191,198,185,226,7426,3.15,5
226,74552,MI,F,376,253,304,281,321,10637,4.555555556,3
227,29215,GA,F,920,323,375,404,449,15305,17.375,38
228,3504,OR,F,700,360,390,394,424,13620,15.77777778,17
229,65114,MI,M,764,221,385,305,458,16824,3.966666667,3
230,105823,KS,M,738,458,509,479,503,17494,6.5,2.5
231,26410,GA,F,821,361,413,407,442,16822,20.33333333,28
232,24080,SC,M,475,285,302,275,301,9446,25,25
233,159696,CA,F,1392,343,381,484,516,19194,15,15
234,24644,UT,F,866,399,426,446,475,10550,8.166666667,25
235,6457,CA,F,956,205,272,272,325,13234,6.085714286,15
236,168317,CA,U,2341,311,469,427,502,13577,8,13
237,159553,WA,male,1009,557,562,615,619,17660,5.333333333,7
238,56049,MS,female,398,243,277,270,309,9897,9.5,14
239,63865,IN,M,448,239,291,274,320,11284,5.578947368,12
240,62084,IN,M,522,280,293,323,334,10311,13.41666667,20
241,165719,CA,F,3567,639,739,710,832,35491,3.411764706,4
242,171950,CA,F,1444,439,441,475,485,16815,6.8,10
243,118367,TX,F,462,214,266,274,311,10650,10,19
244,41187,FL,M,514,222,258,268,298,11184,15,15
245,132304,CO,F,774,360,367,392,396,16493,5.888888889,10
246,138944,AZ,Female,1436,298,378,395,466,20792,7.571428571,11
247,161204,CA,M,633,269,273,291,299,9551,25,20
248,186579,CA,F,1869,559,560,577,600,20539,6.157894737,5
249,11978,CO,M,1213,363,416,436,493,18860,12.46076923,15
250,117711,TX,F,271,114,180,168,258,7545,13.6,16
251,38924,FL,M,740,314,318,348,348,11579,15,20
252,47448,AL,Male,714,324,463,383,463,16087,4.571428571,5
253,182479,WA,F,457,259,323,308,370,12804,6.8,15
254,96075,IL,M,568,220,279,282,353,12599,4.7,5
255,138997,AZ,M,480,173,214,214,235,9091,9.714285714,12
256,108989,LA,F,1381,631,672,718,776,29012,15,15
257,87016,MT,female,425,169,163,277,163,17618,22.83333333,23
258,12666,AZ,M,863,274,325,368,446,22486,68.8,75
259,34302,FL,F,837,321,341,397,431,13796,11.47619048,14
260,3018,CA,F,1429,260,253,315,329,9400,12,25
261,145231,CA,F,0,303,664,388,725,33139,5.466666667,6
262,152418,CA,M,1637,345,405,403,454,15788,11.625,12
263,65061,MI,M,1559,557,621,604,666,25181,20,25
264,72220,MI,F,835,473,497,477,507,16227,9.375,15
265,112288,CA,F,1259,389,396,434,458,15213,13.16666667,12
266,109539,LA,F,599,271,335,302,352,11920,13.73333333,20
267,7836,CA,M,2123,458,480,517,539,16611,24.11538462,25
268,41448,FL,F,1503,396,572,519,659,25969,9.857142857,15
269,110822,AR,Female,576,284,311,326,351,10860,12.4,20
270,66163,MI,F,922,448,481,504,526,20513,10.5,10
271,6183,WA,male,1598,510,514,557,568,17443,25.8,100
272,124787,TX,F,626,235,246,258,272,7918,15,20
273,109644,FL,J,546,250,258,262,270,10078,12.07692308,5
274,105650,KS,F,491,325,342,334,356,13143,4.333333333,10
275,45982,FL,F,607,285,344,331,362,12378,8,15
276,14437,CO,M,844,350,356,386,393,13175,8.344827586,20
277,10399,NE,F,275,192,252,286,338,11164,10,10
278,151828,CA,M,956,190,278,257,303,8899,9.666666667,10
279,162606,CA,F,2653,418,417,448,444,13440,12.5,9
280,141809,CA,F,788,71,119,116,155,6409,8.2,8
281,178884,WA,male,1244,418,423,450,459,14816,15,15
282,178098,OR,F,407,186,220,232,271,9728,4.411764706,6
283,116082,TX,M,569,328,336,342,359,11879,7.333333333,10
284,190769,AR,M,855,257,267,345,374,14500,10,10
285,177087,OR,M,619,372,394,409,423,13208,11.4,12
286,101654,MO,F,634,322,378,355,406,14128,15.33333333,18
287,62760,IN,M,397,297,340,317,362,11981,3.7,5
288,135406,AZ,M,742,395,399,421,441,13179,11,25
289,142409,NV,M,607,356,397,393,431,13714,7.666666667,10
290,79627,WI,male,2083,264,338,393,493,19012,9.375,10
291,27310,GA,M,866,457,458,501,506,15079,10,15
292,122131,TX,F,831,597,601,625,629,18705,19.25,15
293,131169,CO,F,1782,537,704,650,749,28303,18.125,25
294,78009,WI,F,804,426,445,454,470,14328,20,20
295,86445,ND,F,751,304,340,338,381,13051,8.625,15
296,162343,CA,M,5283,613,696,674,742,29050,10.63636364,20
297,35316,FL,F,845,289,372,358,436,16460,9.9375,14
298,148946,CA,F,1756,349,355,384,388,10285,13,10
299,5524,AZ,Female,1084,365,411,434,462,17575,13.88888889,15
300,57593,KY,M,310,128,171,199,233,7656,5.736842105,5
301,144339,CA,U,2941,677,804,712,819,28577,11.66666667,10
302,158355,CA,M,1857,484,497,526,531,13912,20,15
303,24311,NC,female,877,293,336,362,405,13707,10.22222222,3
304,44009,FL,F,1086,384,433,457,502,17091,9.375,20
305,7059,SC,F,1015,478,500,516,533,17763,9.571428571,10
306,11399,CA,F,809,159,191,209,227,7074,4.585714286,8
307,50262,Tennessee,M,648,320,325,352,362,12611,5.866666667,10
308,40338,FL,F,902,410,413,460,461,15332,12.4,21
309,91101,IL,M,889,510,518,517,513,16731,16.4,25
310,130969,CO,F,1309,494,528,572,606,23951,7.1,20
311,128122,TX,M,438,215,264,240,267,8729,6.125,5
312,167149,CA,M,2961,664,665,716,708,23204,14.66666667,20
313,67742,MI,F,1101,515,560,554,624,19857,7.9,5
314,66303,MI,F,704,471,494,481,511,16111,3.727272727,2
315,86205,SD,F,527,275,321,311,340,10866,12.90909091,25
316,1899,CA,M,1519,346,381,406,429,14162,10.22222222,12.5
317,184690,AK,Male,778,473,446,546,568,20008,15,20
318,7265,CA,F,1465,283,341,369,519,24555,10.70588235,10
319,159178,CA,M,2765,695,709,733,753,22508,8.833333333,10
320,49812,AL,F,384,139,203,212,271,8615,3.659090909,3
321,33135,FL,F,754,351,377,402,435,14518,9.8125,10
322,23459,SC,F,689,313,320,343,350,12601,13.16666667,25
323,186271,CA,M,3529,564,648,633,719,26107,19.85714286,40
324,55624,MS,female,403,197,230,293,365,19178,9.705882353,10
325,129912,CO,M,0,382,411,407,427,29436,13.33333333,50
326,8657,WA,F,1734,353,405,396,430,15831,16.42857143,15
327,129174,AZ,U,850,309,371,356,409,14718,9.166666667,10
328,129453,CO,F,1174,460,550,525,603,21646,5.444444444,5
329,50027,Tennessee,F,776,312,356,367,397,12653,5.636363636,40
330,85804,MN,M,267,208,238,233,256,8548,17.1,20
331,9742,OR,M,661,322,346,356,378,12749,9.238095238,14
332,1986,CA,F,1368,379,416,487,528,23121,5.551724138,5
333,26924,GA,M,1166,541,577,589,609,18462,23.75,60
334,145480,CA,F,3326,528,600,582,603,20390,7.785714286,12
335,45824,FL,M,1385,404,464,495,545,21473,15.8,25
336,187417,AA,Male,0,0,0,0,0,0,10.66666667,45
337,173094,CA,M,609,220,238,297,319,11902,9.166666667,15
338,182573,WA,male,634,266,320,323,372,12161,6.583333333,12
339,185815,FL,F,550,175,188,191,196,7958,5.25,7
340,86580,ND,F,263,198,288,240,295,10661,3.815789474,5
341,113680,TX,M,331,219,258,269,301,9911,20,30
342,179876,WA,F,1373,379,539,445,529,19190,7.75,10
343,52171,Tennessee,M,416,185,221,229,261,8507,4.25,5
344,2586,GA,M,916,338,419,383,480,19463,20,20
345,22499,SC,F,438,201,257,242,272,8303,15.61538462,10
346,186773,KY,F,722,267,317,324,399,14988,4.852941177,8
347,90680,IL,F,2169,862,911,899,951,35357,12.61538462,24
348,123669,TX,F,923,554,584,661,711,25962,9.230769231,10
349,106850,NE,F,901,409,472,459,504,14154,15,23
350,172068,CA,M,1345,446,488,477,503,16265,11.94444444,20
351,109451,LA,F,608,383,410,380,402,10899,7.25,25
352,113891,OK,M,290,173,228,244,303,10700,8.538461539,11
353,148991,CA,F,3209,568,728,648,759,28817,19.4,25
354,63941,IN,F,700,379,385,432,446,13332,8.157894737,10
355,48006,AL,F,486,237,283,281,315,10807,6.6,5
356,170998,CA,F,621,250,266,275,307,10599,10.16666667,10
357,31959,FL,M,1548,572,632,646,736,40741,25,20
358,13805,CA,M,1315,304,369,355,409,15193,27.5,10.7
359,104170,MO,M,889,408,483,468,528,16268,3.72,5
360,28339,GA,F,2152,389,634,501,738,28753,11.1,11
361,1920,NV,M,1032,305,361,390,454,18324,6.919354839,10
362,88920,IL,F,1364,451,468,518,561,21988,25,25
363,45656,FL,M,566,218,242,249,272,11438,27.5,27
364,175471,OR,F,813,239,368,301,411,16248,6.571428571,5
365,108820,LA,M,465,198,239,260,292,8982,4.833333333,5
366,190619,MI,F,943,406,502,453,515,16625,3.518518519,3
367,13727,NE,F,675,284,288,317,308,18892,20.46153846,30
368,114909,TX,M,733,452,453,496,503,14468,9,10
369,190410,NC,female,1070,310,354,384,435,16741,8.682926829,9
370,166711,CA,F,675,344,520,438,589,23719,22.66666667,45
371,78669,WI,F,693,124,389,223,383,12596,4.5,6
372,35267,FL,M,895,334,366,399,460,19627,11.84615385,17
373,14547,CA,F,1884,518,580,542,636,19818,16,20
374,136721,AZ,Female,891,427,429,440,449,14471,22.5,30
375,162026,CA,M,5965,1168,1261,1053,1089,68814,9.857142857,16
376,172359,CA,F,566,208,223,241,253,6854,8.058823529,20
377,90727,IL,M,3671,1107,1158,1043,1108,37135,5.357142857,5
378,46560,FL,M,1930,462,520,581,648,31606,9.363636364,5
379,2321,CA,M,2170,412,421,461,500,16335,38.66666667,25
380,179262,WA,U,1801,533,601,570,630,19928,6,10
381,28890,GA,M,553,279,307,324,362,12145,8,15
382,143787,CA,F,2423,527,561,578,610,19438,21.66666667,10
383,88735,IL,F,617,129,322,200,308,9955,5.88,10
384,89367,IL,M,1209,466,467,517,516,16254,3.21875,3
385,75703,IA,F,150,218,252,244,290,9942,5.833333333,6
386,19641,NC,female,562,373,375,378,388,10064,17.5,30
387,191531,CA,F,1073,359,392,432,453,16918,9,13
388,1092,CA,M,5817,931,1445,957,1047,91576,9.84375,15
389,69034,MI,M,895,465,465,560,551,16892,25,25
390,40919,FL,J,772,312,338,349,376,12012,7.166666667,10
391,64203,IN,M,404,256,351,289,363,13067,6.189189189,6
392,151995,CA,F,1881,413,499,475,507,25215,22.8,25
393,188284,NC,female,2989,289,358,387,470,21395,5.1,5
394,58147,KY,M,318,149,163,192,207,7827,4.409090909,5
395,51269,Tennessee,F,476,204,254,250,289,9524,5.086956522,5
396,113261,OK,M,466,222,260,263,306,13774,7.615384615,7
397,12785,IL,F,852,364,393,408,459,15238,7.933333333,10
398,364,CA,F,3100,133,488,306,497,18262,13.52380952,10
399,163857,CA,M,3564,456,534,518,594,22726,20,25
400,12312,CA,F,1398,150,213,223,272,8690,122.1666667,95
401,95351,IL,F,818,473,520,514,558,21695,8.071785714,12
402,147464,CA,M,2287,600,615,630,652,24286,20,30
403,155388,CA,F,883,322,351,344,351,13596,12.5,20
404,90566,IL,F,1181,417,424,444,449,13716,8.428571429,15
405,186013,AL,F,554,296,316,351,391,12774,9.5,15
406,112406,AR,Female,490,229,271,275,310,10200,22.5,25
407,14191,TX,M,520,157,209,222,266,9635,5.195652174,5
408,95132,IL,F,512,269,329,295,357,12842,14,25
409,130926,CO,F,1175,517,568,565,599,18850,5.222222222,5
410,168535,CA,M,2103,333,306,385,368,9513,25,35
411,92749,IL,M,1578,531,600,535,617,17870,9.833333333,15
412,19129,NC,female,538,227,288,299,374,13593,11.33333333,5
413,114912,OK,F,622,306,338,316,345,10625,16.65384615,25
414,164651,CA,F,2208,313,334,393,411,14497,11.5,5
415,94113,IL,F,698,164,201,250,293,10618,10.625,10
416,116453,TX,F,849,394,422,430,457,14757,15,15
417,72409,MI,F,318,296,292,296,299,11236,8.894736842,10
418,190634,SC,F,834,389,398,423,436,17338,8,20
419,128975,AA,Male,0,0,0,0,0,0,8.266666667,15
420,137039,AZ,Female,1568,493,524,600,633,22025,20,10
421,177927,OR,M,709,262,304,339,372,13486,11.25,15
422,122988,TX,F,735,418,571,461,553,16097,15,14
423,142765,CA,M,2578,338,347,415,430,11844,13.18181818,20
424,48506,AL,F,875,138,213,188,213,6125,11.45833333,18
425,189666,OR,F,1373,518,534,612,655,26092,15,15
426,159826,CA,F,1292,266,355,436,498,16678,10.76190476,5
427,181891,WA,U,759,263,270,281,287,8915,14.7,25
428,128162,TX,F,621,314,315,378,383,14581,7,8
429,107040,NE,M,613,259,348,299,402,17455,7.076923077,10
430,97596,IL,F,350,283,333,286,350,11446,10,15
431,12049,AR,M,326,125,189,189,213,8845,6.3,5
432,160334,CA,F,1724,455,462,492,539,20019,8.647058824,15
433,132522,WY,male,1188,102,169,187,269,12641,5.5,7
434,190155,AZ,Female,641,278,289,304,322,13653,10.6,15
435,151484,CA,M,2546,364,389,444,462,15100,7.764705882,14
436,6981,IL,F,397,287,333,329,374,12683,5.129032258,10
437,154055,CA,F,2953,247,307,303,384,16742,7.923076923,10
438,122664,TX,F,745,275,301,295,325,10957,20,20
439,157275,CA,F,3454,470,571,553,665,34702,13.5625,10
440,149769,CA,F,2172,352,344,413,369,11235,22.75,46
441,90314,IL,F,1081,474,484,489,495,15312,7.941176471,7
442,175396,OR,F,409,220,275,275,297,10461,13,22
443,133949,UT,M,723,317,340,360,386,8903,6.094375,6
444,164461,CA,M,2632,517,572,571,618,22438,6.6,8
