,id,state,gender,median_home_val,median_household_income,ic4,hvp1,ic5,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
583,144714,California,F,5014,756,770.0,98,31694,6,55,664.0,765,13.0,0,0,S1,16.0
584,10001,IL,M,675,278,409.0,0,22221,0,65,298.0,341,11.22222222,1,5508,C1,16.0
585,157860,California,M,3663,749,818.0,87,27400,14,52,777.0,784,4.285714286,1002,5701,S1,4.0
586,58351,KY,M,269,224,284.0,0,8172,0,77,256.0,250,7.75,1,2801,R3,9.0
587,97552,IL,F,226,183,263.0,0,8763,1,54,288.0,228,14.0,0,2801,C3,50.0
588,85920,SD,M,278,199,270.0,0,9994,1,80,244.0,238,9.777777778,1,0,0,20.0
589,29401,GA,M,471,282,298.0,0,9015,1,77,307.0,273,10.33333333,1,3410,T2,15.0
590,12715,AL,Male,604,314,327.0,0,16211,0,68,337.0,304,15.0,1,1201,C1,15.0
591,90031,IL,F,1219,417,540.0,2,21371,11,71,472.0,494,3.722222222,2,1601,C1,3.0
592,55442,MS,M,382,142,240.0,0,9374,1,89,181.0,205,9.166666667,0,2504,R3,25.0
593,105984,KS,F,1699,462,787.0,35,35636,6,47,657.0,581,12.16666667,0,5711,S1,10.0
595,101665,MO,F,803,413,473.0,0,15002,1,58,429.0,447,4.069767442,0,7308,T2,5.0
596,70774,MI,F,394,229,308.0,0,9859,0,92,293.0,264,3.7,2,5601,R2,4.0
597,23263,SC,F,490,328,373.0,0,11313,2,76,341.0,336,19.6,0,3304,R2,30.0
598,166475,California,U,949,264,411.0,1,12784,10,52,371.0,321,12.5,0,4201,C1,10.0
599,83042,MN,M,849,344,428.0,0,12940,1,77,368.0,398,17.85714286,1,4005,T2,10.0
600,149970,California,F,1372,385,449.0,8,13902,15,58,419.0,421,15.0,0,0,S2,15.0
601,13863,TX,F,358,307,379.0,0,12507,2,78,325.0,342,6.933333333,0,3001,R2,6.0
602,64074,IN,F,325,144,190.0,0,4578,0,68,231.0,178,15.0,0,0,C3,10.0
603,42096,FL,F,355,208,244.0,0,9881,5,34,224.0,229,20.0,0,0,C3,20.0
604,169188,California,F,713,176,321.0,3,11467,1,68,259.0,267,7.0,2,0,R2,10.0
605,18609,NC,female,1208,439,587.0,20,19955,2,60,494.0,516,14.0,0,4901,T1,10.0
606,109536,LA,M,550,294,319.0,1,9540,0,71,313.0,303,7.291666667,1,3401,T2,7.0
607,9348,OK,M,450,378,432.0,0,15711,0,57,391.0,391,11.68181818,0,1401,T1,10.0
608,136790,AZ,M,1460,629,663.0,10,21821,6,29,633.0,659,4.0,0,2001,S1,5.0
609,71332,MI,M,478,316,374.0,0,11298,0,92,337.0,352,7.3125,2,3601,R2,7.0
610,135430,AZ,Female,1165,489,539.0,9,19234,6,18,514.0,519,12.14285714,2,3408,S1,25.0
611,124484,TX,F,846,330,513.0,5,16752,5,64,459.0,399,8.25,0,0,T1,8.0
612,184098,WA,F,694,319,362.0,0,11517,9,54,321.0,342,7.666666667,0,0,C3,9.0
613,144850,California,F,4183,631,738.0,97,29875,39,21,704.0,671,5.428571429,0,4301,0,5.0
614,188519,IN,F,744,396,492.0,0,15863,2,68,457.0,432,8.0,28,2401,S1,5.0
615,164367,California,F,875,280,398.0,0,18252,4,38,330.0,326,11.75,28,0,S1,20.0
616,75992,IA,F,354,222,269.0,0,9579,2,65,248.0,253,7.8,28,5601,S3,8.0
617,34957,FL,F,1675,336,568.0,36,25558,10,19,505.0,441,20.0,28,2401,C1,10.0
618,110094,LA,F,421,194,247.0,0,7421,0,85,233.0,202,10.0,2,5305,C3,18.0
619,121590,TX,F,782,524,545.0,0,14635,29,35,469.0,565,10.73684211,0,6410,U1,10.0
620,140652,NM,F,574,212,300.0,2,10315,2,56,268.0,256,20.0,0,3101,R2,20.0
621,134319,UT,F,742,246,393.0,0,14377,1,56,361.0,287,12.0,0,0,S1,13.0
622,27921,GA,F,1067,481,580.0,5,17607,5,33,529.0,534,11.25,0,0,T1,14.0
623,29373,GA,F,860,468,507.0,0,15986,1,65,490.0,464,14.88888889,0,5401,T1,20.0
625,190920,California,M,916,242,369.0,5,10719,19,51,321.0,293,22.0,1,0,S2,20.0
626,187259,California,F,4259,435,661.0,95,31730,16,34,498.0,573,15.0,0,0,S1,15.0
627,45666,FL,F,566,218,272.0,0,11438,9,8,242.0,249,5.6,28,4001,C3,5.0
628,21335,NC,M,525,333,399.0,1,12885,0,86,346.0,364,6.923076923,2,0,T2,10.0
629,160424,California,M,1582,299,359.0,21,12976,12,58,335.0,330,14.25,1,3201,T2,20.0
630,2194,FL,M,1006,282,452.0,6,19466,5,21,398.0,383,4.066666667,0,6008,0,4.0
631,53151,TN,M,345,159,277.0,0,9775,0,85,197.0,233,20.0,0,0,R3,40.0
632,126069,TX,F,362,204,262.0,0,7285,2,94,216.0,246,5.08,2,903,R2,5.0
633,176292,OR,M,431,213,266.0,0,10611,2,53,260.0,242,9.0,1,0,C3,25.0
634,151518,California,F,2457,381,531.0,69,17557,5,52,445.0,472,12.5,0,4401,T2,15.0
635,173872,HI,F,2789,463,551.0,82,22012,8,54,488.0,524,15.0,28,0,S1,15.0
636,117726,TX,F,385,185,348.0,1,11857,2,83,231.0,288,8.666666667,0,0,R3,10.0
637,18948,NC,J,1136,505,579.0,6,19283,0,65,512.0,553,13.4,0,5601,S1,17.0
638,7330,IL,F,623,255,285.0,3,11108,7,77,294.0,283,4.416666667,2,2007,T2,6.0
639,160576,California,M,5470,661,778.0,98,35092,15,47,664.0,781,9.75,1002,4012,T1,15.0
640,72190,MI,M,673,354,438.0,0,14995,4,79,394.0,406,5.739130435,2,1312,T1,13.0
641,13292,KY,F,582,254,364.0,0,12981,0,75,359.0,297,6.357142857,0,0,T2,10.0
642,13551,California,F,4392,516,549.0,98,21857,11,57,539.0,509,28.92307692,0,6201,0,10.0
643,170935,California,F,1468,365,371.0,18,13469,4,68,363.0,361,10.66666667,0,0,R2,10.0
644,126888,TX,M,764,320,406.0,1,11242,1,77,363.0,377,20.0,1,5601,T2,20.0
645,170215,California,F,1274,405,439.0,9,12537,9,67,462.0,404,4.454545455,0,2001,T2,8.0
646,168574,California,M,1749,234,327.0,21,14571,15,49,281.0,291,27.5,1,0,U3,100.0
647,90482,IL,M,1509,545,680.0,19,23170,7,75,617.0,599,11.125,1,5003,C1,20.0
648,18896,NC,M,816,357,458.0,5,17434,0,76,384.0,413,11.6,1002,3501,T2,20.0
649,161335,California,F,905,223,263.0,3,8614,6,57,241.0,244,6.111111111,0,2601,R2,13.92
650,82141,MN,F,1027,444,475.0,0,14926,1,69,451.0,475,8.5,2,3801,S2,10.0
651,187659,TN,F,871,464,539.0,0,18279,3,47,501.0,503,9.0,0,0,T2,15.0
652,143523,California,F,2833,207,278.0,77,15398,60,12,172.0,282,3.705882353,0,1901,U2,3.0
653,64442,IN,M,428,240,324.0,0,10020,0,78,319.0,268,8.0,1,5201,R2,8.0
654,151902,California,M,1088,278,380.0,19,15011,18,35,308.0,335,7.285714286,1,5001,C2,10.0
655,140027,NM,F,1304,205,330.0,19,19336,4,24,222.0,288,17.09090909,0,0,T2,25.0
656,147636,California,M,1859,420,461.0,34,12512,22,41,407.0,465,4.272727273,1,1601,S2,11.0
657,85010,MN,M,595,339,386.0,0,11471,0,84,363.0,363,5.954545455,1,4406,T2,9.0
658,12454,IL,M,3017,740,985.0,90,62084,12,70,962.0,867,9.0,1,0,S1,15.0
659,118166,TX,F,396,195,287.0,1,9318,3,82,249.0,246,13.33333333,0,0,R2,10.0
660,64165,AZ,Female,594,155,228.0,0,7939,9,42,186.0,206,7.8,0,6401,T2,20.0
661,191663,OR,M,538,121,222.0,0,9299,6,31,173.0,169,9.307692308,2,2708,S1,10.0
662,111021,AR,Female,332,170,269.0,0,8725,1,57,222.0,233,12.5,0,0,R3,10.0
663,169280,California,F,1875,68,138.0,0,9127,0,6,138.0,96,8.333333333,0,7001,S2,10.0
664,138590,Arizona,feamale,1094,463,543.0,5,16974,2,30,486.0,517,12.0,0,5307,S1,30.0
665,123386,TX,M,386,213,327.0,0,10988,9,68,287.0,275,17.4,1,4201,R2,22.0
666,121759,TX,M,1565,713,905.0,28,39534,1,40,741.0,838,12.4,1,5601,C1,20.0
667,73534,MI,M,246,161,226.0,0,7228,0,76,174.0,205,5.1,1,3301,R3,6.0
668,168423,California,F,3325,597,600.0,96,18694,29,37,603.0,611,20.0,0,0,U1,25.0
671,23706,SC,M,728,172,252.0,7,8494,1,76,188.0,230,12.5,0,0,R2,15.0
672,21855,NC,female,824,285,356.0,3,13339,2,59,305.0,333,20.0,0,0,R2,20.0
673,148511,California,F,3231,339,627.0,92,22508,18,39,536.0,444,11.75,0,0,S1,20.0
674,3579,California,M,3937,450,680.0,93,29888,12,40,581.0,578,15.33333333,9,6001,T1,18.0
675,542,WI,male,535,192,374.0,2,11878,1,81,303.0,263,6.285714286,0,0,T2,10.0
676,92079,IL,M,1008,450,540.0,1,19493,8,64,496.0,463,12.30769231,2,1503,S1,15.0
677,50967,TN,F,848,466,527.0,0,21110,2,41,488.0,509,10.0,28,2401,S1,15.0
678,160997,California,M,1158,369,386.0,3,11592,3,64,398.0,373,5.75,1,0,R2,10.0
679,121718,TX,M,1139,303,633.0,0,19525,16,30,566.0,455,17.5,1,2101,C1,30.0
680,68807,TX,F,3741,1376,1183.0,96,57103,8,25,1469.0,1157,9.0,28,0,S1,15.0
681,155045,TX,M,468,254,337.0,1,11472,5,71,295.0,306,8.0,1,0,R3,10.0
683,81298,WI,J,533,324,348.0,0,12238,0,87,336.0,337,9.689655172,1002,4612,C2,10.0
684,172301,California,M,1486,361,528.0,14,17774,7,46,406.0,489,12.75,2,2301,U1,23.0
685,92241,IL,M,1250,537,598.0,12,17954,5,78,576.0,572,7.619047619,0,3312,C1,20.0
686,116930,TX,F,3760,705,862.0,91,47863,2,71,761.0,800,11.9,0,2207,U1,20.0
687,20338,NC,M,1991,478,692.0,50,34641,5,25,538.0,615,8.636363636,0,2301,C1,12.5
688,177113,OR,F,404,199,293.0,0,10342,1,56,258.0,250,10.0,2,0,R3,14.0
689,46687,AL,F,413,72,246.0,0,7241,0,88,306.0,132,5.115384615,0,0,T2,10.0
690,171137,California,M,2094,600,654.0,54,22914,3,66,606.0,639,11.46153846,1,2607,T1,14.0
691,2499,IN,F,818,302,444.0,3,15112,1,69,397.0,345,5.642857143,0,0,T2,5.0
692,149644,California,F,3206,313,465.0,91,18730,17,42,399.0,383,20.0,0,0,U1,20.0
693,18584,NC,female,671,261,346.0,1,13238,0,80,325.0,307,10.6,0,2211,C2,12.0
694,186486,California,F,5045,604,797.0,95,42488,11,41,663.0,703,5.5,0,0,U1,3.0
695,148544,California,F,4286,811,947.0,95,33614,24,41,910.0,883,13.6,2,3908,S1,10.0
696,17217,NC,M,621,300,351.0,0,10470,0,86,342.0,299,6.705882353,0,3001,R2,10.0
697,111833,AR,Female,377,173,261.0,0,8169,0,75,212.0,225,5.0,2,0,T3,5.0
698,158245,CA,M,1993,442,520.0,49,16427,15,53,472.0,484,4.5,0,0,S3,5.0
699,179776,WA,F,1493,248,293.0,11,16982,5,54,240.0,317,14.0,2,3102,S1,10.0
700,165102,CA,M,2973,614,721.0,82,30483,6,51,674.0,656,25.0,1,2201,S1,25.0
701,95341,IL,F,1028,208,263.0,0,10716,1,76,234.0,220,21.09090909,28,0,T2,10.0
702,166375,CA,F,3373,546,752.0,93,32474,11,50,670.0,633,7.0,0,2901,S1,11.0
703,69577,MI,M,973,506,571.0,7,17806,1,81,521.0,549,7.2,1,6001,R2,8.0
704,29785,GA,F,505,185,276.0,0,9368,0,70,236.0,227,12.5,0,2501,C2,15.0
705,188279,MI,M,524,259,353.0,0,12714,8,72,296.0,276,8.666666667,1,3501,S2,10.0
706,150970,CA,F,1851,472,563.0,39,17217,31,52,531.0,530,20.0,2,4601,U2,20.0
707,77799,WI,male,923,373,497.0,0,16271,3,80,481.0,402,6.818181818,0,3703,S1,10.0
708,90694,IL,F,1401,420,508.0,9,17973,3,70,474.0,466,19.4,28,1501,U1,30.0
709,173508,HI,M,3952,696,786.0,96,24913,8,73,715.0,774,15.0,1,0,S1,25.0
710,102775,ID,F,1250,367,478.0,16,19095,3,34,430.0,404,16.45454546,0,0,R2,20.0
711,117255,TX,F,740,388,569.0,7,22630,4,64,422.0,487,8.714285714,2,1701,U1,10.0
712,145392,CA,U,3570,471,628.0,91,19152,32,45,561.0,561,8.272727273,2,3102,S1,15.0
713,185052,TX,M,2442,641,931.0,75,38212,2,48,993.0,764,89.44444444,1,5001,U1,100.0
714,179423,WA,F,1654,305,457.0,29,18438,10,40,343.0,377,20.0,0,1501,U1,20.0
715,6304,KS,M,500,272,451.0,0,30968,0,35,438.0,381,12.05555556,1,1202,R2,20.0
716,3631,OR,M,642,323,384.0,0,14420,3,58,355.0,356,13.11111111,1,0,S2,13.0
717,78199,WI,male,0,0,0.0,0,0,0,0,0.0,0,9.7,1,4610,C1,15.0
718,128496,TX,M,430,210,311.0,1,11608,1,78,256.0,264,8.666666667,2,0,T3,6.0
719,1292,FL,M,692,203,304.0,1,14602,6,3,266.0,249,7.6,1,5001,C2,15.0
721,93065,IL,M,1375,353,475.0,0,16388,9,53,383.0,362,9.5625,1,0,U1,10.0
722,125181,TX,F,2469,346,835.0,61,47151,4,64,767.0,559,7.5,1,1201,S1,8.0
723,157204,CA,F,2400,451,569.0,70,17470,15,50,526.0,481,13.14285714,0,4204,U1,20.0
724,69445,MI,M,1472,532,634.0,18,20135,3,83,580.0,583,20.0,1,5701,T1,10.0
725,14370,FL,F,637,339,411.0,0,13370,1,56,394.0,380,4.5,2,4306,S2,5.0
726,10092,NV,M,1557,290,361.0,17,13837,5,6,311.0,342,9.428571429,1,3106,T2,10.0
727,58883,TX,F,1072,529,663.0,1,26712,0,42,647.0,579,7.833333333,0,0,R3,5.0
728,99136,IL,M,326,184,292.0,0,11372,0,79,256.0,242,11.4,1,1701,T2,12.0
729,187142,CA,M,1277,220,285.0,5,9182,31,36,245.0,274,18.05882353,1,1307,C3,24.0
730,53893,TN,M,593,367,446.0,0,14435,0,81,458.0,375,25.0,1,3201,T2,25.0
731,161980,CA,M,3197,296,380.0,95,13818,41,33,347.0,328,4.111111111,0,0,S1,4.0
732,23027,SC,M,685,435,441.0,0,14810,7,72,465.0,425,14.88888889,1,3108,S1,15.0
733,128963,TX,M,458,199,268.0,0,7438,28,53,238.0,250,7.778333333,1,2601,C3,10.0
734,7917,CA,M,5332,522,744.0,98,35022,35,27,546.0,677,4.814814815,1,6001,U1,3.0
735,190562,FL,F,695,283,377.0,2,13044,0,41,305.0,337,5.9375,0,1801,0,10.0
736,168234,CA,F,3514,531,833.0,96,38075,13,50,682.0,625,23.0,0,0,U1,23.0
737,41089,FL,F,883,374,466.0,1,19246,5,23,421.0,417,7.083333333,0,2112,C2,5.0
738,174803,OR,M,672,366,455.0,1,15505,0,53,383.0,422,7.894736842,1,4307,T1,10.0
739,162208,CA,M,5791,782,867.0,98,34593,10,46,835.0,814,9.846153846,1,2001,S1,10.0
741,182105,WA,F,877,415,459.0,1,14758,3,59,430.0,446,11.28571429,2,3104,S2,10.0
742,19323,NC,M,740,279,398.0,1,12653,3,38,295.0,358,31.75,0,2401,R1,16.87
743,124683,TX,M,1074,481,590.0,10,18586,5,74,504.0,560,7.0,0,2401,T1,12.0
744,25641,GA,M,685,409,463.0,0,12546,1,71,422.0,436,9.4,1,2410,S2,10.0
745,165440,CA,F,1403,419,505.0,2,20395,16,53,430.0,480,9.4,28,6209,C2,20.0
746,124395,TX,M,838,337,496.0,4,18277,0,88,366.0,441,8.888888889,1,1907,T2,20.0
747,73504,MI,F,460,237,315.0,1,10728,1,82,279.0,281,13.85714286,0,3902,R2,20.0
748,188439,CA,F,1578,306,337.0,12,7046,50,33,304.0,342,9.118235294,0,0,0,14.0
749,187518,TX,F,944,438,532.0,2,17306,1,48,509.0,492,14.5,2,0,S1,16.0
750,24212,SC,M,2817,767,917.0,84,39319,0,53,863.0,866,6.25,1,4401,T2,6.0
751,21386,NC,female,498,243,326.0,1,11462,0,86,284.0,285,7.833333333,28,5701,T2,10.0
752,110291,LA,M,0,0,0.0,0,0,0,0,0.0,0,9.47125,1,0,C3,12.0
753,44828,MI,M,395,189,252.0,0,8510,1,86,242.0,215,6.857142857,1,2401,R3,6.0
754,45008,FL,F,651,271,325.0,0,11919,10,29,287.0,303,10.9,0,4605,U3,10.0
755,55484,MS,M,366,132,229.0,0,6873,1,85,182.0,196,12.75,0,0,R3,25.0
756,149429,CA,F,2280,353,467.0,69,16726,34,37,397.0,419,5.484848485,2,1212,U3,10.0
757,48455,AL,Male,387,203,281.0,0,9654,0,78,252.0,244,6.333333333,1002,0,R3,8.0
758,28621,GA,F,550,144,253.0,2,10249,6,63,211.0,206,14.0,0,1401,S1,25.0
759,131467,CO,F,660,183,251.0,1,11152,6,37,188.0,235,4.090909091,0,0,C2,2.0
760,160579,CA,F,3531,506,626.0,92,23233,10,51,554.0,581,9.540540541,2,0,T1,9.0
761,20533,NC,M,738,313,411.0,8,14070,2,61,350.0,372,15.75,0,4801,T1,25.0
762,29103,GA,F,718,206,295.0,5,11129,1,62,256.0,254,5.8125,0,2801,R2,11.0
763,122350,TX,M,469,223,270.0,0,8518,1,67,250.0,241,21.63636364,1,0,0,25.0
764,191547,NE,F,318,216,265.0,0,8799,4,25,250.0,240,21.85,28,1701,0,15.0
765,4544,CA,M,5132,655,826.0,96,38854,19,39,757.0,721,19.73684211,1,0,U1,20.0
766,140808,NV,F,1181,451,521.0,5,17987,9,18,466.0,494,17.83333333,28,0,S1,25.0
767,76625,IA,M,386,232,313.0,0,9987,1,84,276.0,274,5.0,0,1001,C3,6.0
768,57349,KY,F,685,288,379.0,0,15832,3,65,405.0,320,6.0,28,6601,C2,7.0
769,27366,GA,M,756,334,421.0,0,15669,0,82,334.0,426,6.380952381,2,1705,R2,16.0
770,100146,MO,M,464,256,322.0,0,10907,3,79,310.0,283,19.28571429,1,2308,S3,25.0
771,11991,LA,M,0,0,0.0,0,0,0,0,0.0,0,17.0,1,0,C3,25.0
772,27736,GA,F,1245,618,705.0,5,21467,1,38,634.0,687,7.285714286,0,5101,C1,8.0
773,114873,OK,U,553,176,275.0,2,10891,2,50,220.0,235,7.53125,0,0,R2,10.0
774,156997,CA,F,1869,358,359.0,31,15739,15,47,358.0,344,20.0,28,0,U2,25.0
775,80646,WI,male,360,198,269.0,0,8452,0,84,217.0,248,3.555555556,0,2410,R3,4.0
776,190837,WI,F,432,203,323.0,0,9769,1,85,300.0,226,8.125,28,901,C3,11.0
777,18322,NC,M,807,329,422.0,4,16724,4,66,374.0,390,7.375,1,2401,R1,10.0
778,118819,TX,F,786,421,453.0,0,12335,0,63,460.0,393,12.33333333,0,0,C1,20.0
779,14233,WY,male,307,184,341.0,0,10860,1,44,264.0,247,18.33333333,1,5301,C2,25.0
780,142163,NV,M,1270,447,472.0,5,15652,2,36,419.0,476,8.833333333,1,0,T2,12.0
781,149757,CA,F,4167,213,279.0,78,11264,0,64,376.0,224,13.0,0,0,U2,22.0
782,49650,AL,Male,472,166,302.0,2,8760,0,90,218.0,257,9.777777778,1,5201,R2,10.0
783,61191,IN,F,472,305,322.0,0,11371,4,64,308.0,306,6.578947368,0,1901,C3,10.0
784,23491,SC,M,824,348,400.0,0,14663,2,40,371.0,365,9.166666667,1,4001,S2,10.0
785,87127,MT,female,862,248,432.0,0,21284,5,49,359.0,357,10.0,0,2101,C2,10.0
787,137962,AZ,M,906,396,485.0,3,20138,10,21,417.0,443,9.666666667,1,3510,S1,10.0
788,21746,NC,female,481,162,247.0,0,10228,0,75,204.0,212,10.36363636,2,4801,R3,10.0
789,140632,NM,F,560,259,345.0,0,11660,4,19,333.0,295,14.2,28,2901,T2,20.0
790,20773,NC,M,475,136,245.0,1,8676,1,74,186.0,201,4.909090909,0,0,R2,5.0
791,81006,WI,F,567,149,223.0,2,7817,1,75,158.0,210,5.0,2,2307,R2,6.0
792,135060,AZ,Female,1654,439,652.0,40,23572,6,36,545.0,536,12.5,2,0,U1,20.0
793,86626,ND,M,799,325,506.0,2,17372,1,79,400.0,421,3.4,1,4901,C1,6.0
794,173039,CA,F,574,223,263.0,0,8735,5,70,243.0,241,23.11111111,0,0,R3,50.0
795,105660,KS,M,430,236,388.0,0,13227,1,75,333.0,314,9.0,1,0,R2,5.0
796,35935,FL,M,711,266,363.0,1,13120,13,12,351.0,305,10.66666667,1,1101,S2,21.0
797,31746,FL,M,576,326,339.0,0,11310,1,61,326.0,353,8.333333333,1,2802,T2,6.0
798,71491,MI,F,786,381,479.0,1,16368,3,70,443.0,422,17.5,0,0,C2,25.0
799,188666,FL,M,710,387,494.0,6,15917,2,44,446.0,442,14.77777778,1,0,S1,25.0
800,135016,AZ,Female,433,194,183.0,0,5088,29,50,183.0,196,7.5,0,5212,C3,14.0
801,175283,OR,F,1027,447,633.0,2,25039,5,46,584.0,520,42.08333333,0,4501,S1,50.0
802,69983,MI,M,475,239,319.0,0,10528,1,91,295.0,291,7.5625,1,1305,R2,11.0
803,42291,FL,M,568,221,328.0,2,14886,2,34,256.0,273,10.52631579,0,0,R2,15.0
804,160869,CA,M,1035,328,313.0,1,9472,7,55,339.0,298,4.15,1,1502,C2,4.0
805,28003,IL,F,1671,662,711.0,19,23530,12,64,664.0,700,9.2,0,0,C1,15.0
806,104732,KS,F,605,306,362.0,0,14037,3,34,335.0,343,6.285714286,0,1403,S2,10.0
807,126035,TX,U,262,163,260.0,0,7587,4,89,206.0,226,10.0625,0,1308,R3,21.0
808,29852,GA,M,593,301,361.0,0,11838,2,62,341.0,316,9.643571429,1,5712,T2,17.0
809,118091,TX,M,491,356,387.0,0,12961,2,77,384.0,357,16.125,1,4612,T2,20.0
810,8204,MI,F,301,205,256.0,0,8803,0,92,208.0,246,13.25,0,1503,R3,10.0
811,90947,IL,F,560,296,388.0,0,14237,6,76,384.0,340,15.0,28,5001,S3,25.0
812,144769,CA,U,5879,703,930.0,98,57390,16,42,976.0,794,5.8,1,0,S1,6.0
813,6912,NV,F,617,168,259.0,1,9154,8,40,202.0,239,12.91666667,2,2609,C2,15.0
814,2464,TX,M,481,195,307.0,1,11476,3,83,248.0,265,7.823529412,1,4104,0,7.0
815,71400,MI,M,602,336,391.0,0,12418,1,87,366.0,363,8.0,2,0,R2,15.0
816,250,IL,F,469,222,304.0,1,10469,2,77,241.0,257,10.875,3,1001,S2,15.0
817,99325,MO,M,1191,440,575.0,1,20176,3,58,536.0,515,10.0,1,1701,C1,10.0
818,120461,TX,F,547,309,377.0,0,11973,1,70,337.0,340,16.4,0,4401,R2,20.0
820,133285,ID,F,466,205,265.0,0,10962,1,48,242.0,242,25.0,0,0,R2,30.0
821,60526,IN,M,347,213,275.0,0,7915,3,85,221.0,252,5.5,1,4510,C3,6.0
822,26858,GA,M,871,408,476.0,2,16480,6,37,426.0,452,11.33333333,2,4212,S2,15.0
823,61488,IN,M,682,367,448.0,0,14194,1,87,432.0,395,5.403846154,2,2101,R2,7.0
824,182156,WA,F,987,393,427.0,2,13350,3,52,408.0,420,22.0,0,3001,S2,27.0
825,133925,ID,M,605,213,303.0,3,10788,2,38,241.0,269,22.0,4,1906,R1,25.0
826,115431,OK,M,389,177,248.0,0,7982,0,71,218.0,211,4.8,0,2801,T2,5.0
827,72366,MI,M,448,291,359.0,0,11662,1,52,309.0,330,10.5,1,4701,R2,20.0
828,32527,FL,F,786,352,423.0,1,16104,5,26,371.0,384,3.444444444,28,3801,S2,3.0
829,175974,OR,M,542,199,262.0,0,9349,8,53,219.0,239,7.444444444,1,1701,C3,11.0
830,96008,IL,F,300,87,185.0,0,7586,2,84,163.0,134,4.838709677,0,0,T3,5.0
831,106610,NE,M,475,318,366.0,0,13159,0,75,360.0,324,10.5,1,2812,T2,15.0
832,80395,WI,F,902,477,517.0,0,15876,2,77,507.0,500,15.0,0,0,C1,50.0
833,86225,SD,M,499,247,331.0,0,12213,1,81,283.0,273,13.5,2,3611,R2,10.0
834,43595,MI,M,684,461,543.0,0,17874,1,79,523.0,503,5.75,1,0,T2,6.0
835,144812,CA,M,3608,336,526.0,96,19440,28,35,462.0,421,80.0,1,2801,S1,50.0
836,182480,WA,F,705,337,569.0,2,20987,4,49,416.0,449,30.71428571,0,0,C1,50.0
837,135265,AZ,feamale,815,264,472.0,0,18423,7,12,439.0,322,10.0,0,0,S2,14.0
838,84610,MN,F,780,477,507.0,0,16525,4,69,485.0,488,3.113636364,0,1111,C1,4.0
839,116533,TX,F,496,234,259.0,0,9429,11,74,218.0,260,7.619047619,0,0,T2,10.0
840,29501,GA,U,510,276,347.0,1,10325,0,76,338.0,305,17.42857143,2,2710,T2,21.0
841,102351,MO,F,787,208,356.0,0,11107,0,59,271.0,264,13.33333333,0,3301,U3,23.0
842,136935,OK,F,454,312,306.0,0,9808,3,63,311.0,302,9.0,0,0,T2,15.0
843,137833,AZ,M,762,375,437.0,0,14900,6,21,396.0,418,22.5,1,0,T2,25.0
844,162392,CA,M,3839,683,729.0,98,26731,19,46,669.0,706,11.85714286,1,2301,S1,20.0
845,186713,CA,F,813,297,424.0,0,22764,10,21,360.0,348,22.8125,0,3408,C2,15.0
846,12573,WA,F,1375,285,443.0,6,18247,7,41,510.0,330,63.03571429,0,803,0,102.0
847,112594,AR,M,704,222,461.0,2,18592,1,70,374.0,295,9.0,1,0,T2,15.0
848,145123,CA,F,5743,564,903.0,99,44839,9,47,812.0,708,4.1,2,1801,S1,5.0
849,58374,KY,F,483,169,269.0,0,9809,0,53,237.0,216,9.545454546,0,1712,T2,10.0
850,108316,LA,M,1903,213,379.0,45,20833,7,49,265.0,274,18.5,1,3909,U1,24.0
851,71312,MI,F,497,350,384.0,0,11696,1,92,364.0,357,3.08,2,3811,R2,3.0
852,142241,NV,F,2368,578,833.0,68,27653,7,40,827.0,723,13.2,3,3505,T1,30.0
853,7238,IA,F,374,234,283.0,0,10539,0,74,305.0,225,5.538461539,0,0,T2,12.0
854,132003,CO,F,508,240,427.0,0,14984,1,61,303.0,377,5.571428571,28,0,R2,8.0
855,172220,CA,M,676,156,203.0,0,4877,18,54,172.0,201,12.13333333,1,4011,C3,19.0
856,189916,MI,M,805,382,507.0,0,17020,6,78,506.0,421,21.16666667,0,1004,0,5.0
857,89358,IL,M,732,409,463.0,0,13763,12,63,416.0,450,11.66666667,1,3801,C2,20.0
858,82843,MN,F,737,302,445.0,0,14822,5,76,383.0,357,5.071428571,28,0,S2,5.0
859,56124,MS,M,600,254,294.0,0,9800,3,16,255.0,292,15.0,0,5106,0,20.0
860,75840,IA,M,686,356,492.0,0,19695,3,64,449.0,408,12.75,0,1501,C1,20.0
861,163220,CA,U,5829,585,977.0,99,52437,16,24,987.0,691,11.5,28,4701,U1,26.0
862,74615,MI,M,500,155,423.0,0,13674,9,59,385.0,263,7.0,0,1101,C2,9.0
863,45808,FL,F,877,332,432.0,3,16670,7,15,380.0,392,8.578947368,0,1809,S2,10.0
864,162593,CA,M,5954,1500,1263.0,99,68593,17,57,1500.0,1185,9.285714286,1,5010,S1,14.0
865,20237,NC,feamale,674,294,405.0,1,13120,2,65,381.0,347,6.266666667,2,5201,T2,13.0
866,54828,MS,feamale,338,158,227.0,0,6834,0,90,195.0,197,7.818181818,2,2606,R3,5.0
867,168589,OR,F,835,186,274.0,7,10045,2,32,244.0,240,11.875,0,0,U3,10.0
868,168275,CA,U,3373,643,729.0,96,29018,7,56,682.0,699,13.69230769,0,2001,U1,36.0
871,89680,IL,F,1290,515,624.0,2,17626,8,74,559.0,575,10.0,2,4201,S1,15.0
872,132131,CO,F,613,129,244.0,0,8382,0,50,207.0,168,14.875,0,5901,R1,25.0
