Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
AT18041,California,2682.704812,High School or Below,F,63471,67,0,Personal Auto,387.71779,Two-Door Car
TB54645,Oregon,3033.407812,Bachelor,F,27369,77,0,Personal Auto,331.94306,Four-Door Car
LX11170,Oregon,4862.908979,High School or Below,F,36839,61,0,Personal Auto,152.496995,Four-Door Car
RO43614,Washington,2128.621329,Bachelor,F,0,65,2,Personal Auto,312,Four-Door Car
QS36363,Arizona,12655.52878,High School or Below,F,26149,157,0,Personal Auto,753.6,SUV
FX72157,Oregon,8556.58016,High School or Below,F,52440,109,0,Corporate Auto,371.206205,Four-Door Car
XC43591,Oregon,12880.74907,College,M,24571,109,0,Personal Auto,523.2,Four-Door Car
PJ71030,Oregon,3049.837544,High School or Below,M,0,90,0,Special Auto,432,Four-Door Car
JH14651,Washington,3237.996209,Master,M,60244,83,3,Personal Auto,326.281835,Four-Door Car
YG42297,Arizona,5248.978048,College,M,0,72,0,Personal Auto,216.700125,Four-Door Car
TY31217,Washington,11009.13049,Bachelor,F,51643,283,0,Personal Auto,1358.4,Luxury Car
KU69274,Arizona,14267.93156,High School or Below,F,17157,123,0,Personal Auto,770.746666,SUV
MU53420,Oregon,5325.724541,High School or Below,M,0,73,0,Personal Auto,496.474767,Two-Door Car
RE36747,Nevada,3034.771777,High School or Below,M,17308,82,0,Personal Auto,874.324338,Four-Door Car
IN78205,Arizona,8329.039004,College,F,0,118,0,Personal Auto,849.6,SUV
AH39293,California,2616.613903,College,M,72302,66,0,Personal Auto,316.8,Two-Door Car
IF30418,California,2574.020376,Master,F,34990,65,0,Personal Auto,42.689135,Four-Door Car
QH51455,Arizona,4004.5513,College,M,0,107,0,Personal Auto,513.6,Four-Door Car
UZ60774,Nevada,6051.799036,Bachelor,F,0,87,1,Personal Auto,626.4,Four-Door Car
AD63766,Oregon,2839.013244,Bachelor,M,0,81,0,Personal Auto,388.8,Two-Door Car
MN19541,Arizona,1994.774936,College,M,0,61,0,Personal Auto,393.215919,Four-Door Car
SF38922,Oregon,11944.40399,College,M,33760,102,0,Personal Auto,123.491865,SUV
ST91578,California,6466.304259,Master,M,0,90,0,Personal Auto,144.776935,Four-Door Car
AP52565,Arizona,6746.434272,High School or Below,F,70328,84,0,Corporate Auto,293.227028,Four-Door Car
BT68954,Oregon,3561.035706,Bachelor,M,0,99,0,Special Auto,712.8,Four-Door Car
NU93648,Arizona,20774.02463,Bachelor,M,0,63,0,Corporate Auto,243.208647,Two-Door Car
OU60143,Oregon,3939.00637,Bachelor,F,60021,99,0,Corporate Auto,882.871945,Four-Door Car
EC51047,California,8915.172898,Bachelor,F,31991,81,3,Personal Auto,548.321886,Four-Door Car
EV46476,California,8084.325058,Bachelor,M,20169,112,1,Personal Auto,537.6,SUV
HB59616,Washington,4502.980016,College,F,0,64,0,Personal Auto,307.2,Two-Door Car
RA34556,California,4877.954567,High School or Below,M,20178,69,2,Corporate Auto,331.2,Four-Door Car
NB87421,Arizona,8294.968932,High School or Below,M,78189,103,0,Corporate Auto,99.143241,Four-Door Car
HR64765,Washington,8485.385641,High School or Below,M,0,244,0,Personal Auto,1756.8,Luxury Car
FM70419,Oregon,4740.202507,College,M,0,72,1,Personal Auto,518.4,Four-Door Car
GX51965,California,8564.768226,High School or Below,M,95697,107,0,Personal Auto,178.006524,Sports Car
OS75351,Oregon,2393.915369,College,M,0,70,0,Personal Auto,425.266308,Four-Door Car
TU25694,Oregon,2458.746211,High School or Below,M,0,70,0,Personal Auto,504,Four-Door Car
JS90115,Nevada,19597.05706,High School or Below,F,64559,62,0,Personal Auto,107.538749,Four-Door Car
KW93227,Washington,21892.93859,College,M,58149,61,0,Special Auto,292.8,Four-Door Car
SU41739,California,8728.456239,College,M,0,124,0,Personal Auto,473.469932,SUV
TV75816,Oregon,2386.201293,High School or Below,M,70911,63,3,Corporate Auto,302.4,Two-Door Car
RS54064,Washington,21892.3539,High School or Below,M,78337,62,2,Corporate Auto,36.285512,Two-Door Car
OB63331,Arizona,2813.50617,Doctor,F,50397,70,0,Corporate Auto,350.65008,Four-Door Car
TI58610,Arizona,2996.889929,Master,F,51199,74,0,Corporate Auto,355.2,Four-Door Car
TJ82551,Nevada,4063.331688,Bachelor,F,46928,102,1,Personal Auto,631.402071,Four-Door Car
ZO43755,Oregon,8368.875358,Master,F,23879,107,0,Corporate Auto,635.64283,SUV
VG16827,California,4626.801093,Master,F,79487,114,0,Personal Auto,547.2,SUV
KJ48497,Oregon,7516.786075,High School or Below,F,0,106,0,Personal Auto,850.593038,SUV
NA27429,Nevada,3644.833554,High School or Below,F,82477,90,0,Personal Auto,432,Two-Door Car
AZ38648,Washington,11981.98481,Master,F,21514,62,0,Personal Auto,257.248789,Two-Door Car
SR53077,Nevada,2601.810999,High School or Below,F,57231,65,0,Personal Auto,305.117221,Four-Door Car
UO12263,Oregon,4654.954187,High School or Below,F,0,69,4,Corporate Auto,331.2,Four-Door Car
BC86800,California,3579.773094,Bachelor,F,84598,89,2,Personal Auto,639.267653,Two-Door Car
ZQ28996,Nevada,5388.023812,College,M,48895,68,0,Corporate Auto,325.009146,Four-Door Car
JI42730,Arizona,3705.291862,High School or Below,M,84493,92,0,Personal Auto,441.6,Four-Door Car
VF21170,California,8613.464001,Bachelor,F,37277,109,1,Personal Auto,417.72438,SUV
MP25903,Oregon,2703.266928,High School or Below,M,0,71,0,Personal Auto,497.392925,Two-Door Car
YH24323,California,2511.697993,College,F,14906,66,0,Corporate Auto,421.632668,Four-Door Car
XB86235,Arizona,24186.24342,Doctor,M,14710,112,0,Personal Auto,537.6,Sports Car
WR53191,California,15120.21281,Bachelor,F,20656,130,0,Corporate Auto,706.114237,SUV
UM83813,Oregon,13379.81103,Bachelor,F,0,194,0,Personal Auto,1396.8,Luxury SUV
JW45704,California,2308.692609,Bachelor,M,0,64,0,Personal Auto,431.768752,Four-Door Car
PV26437,California,7319.575712,Bachelor,F,57777,61,1,Corporate Auto,273.879927,Four-Door Car
AX39008,Oregon,26113.36,Bachelor,M,80409,74,0,Personal Auto,262.984836,Two-Door Car
DJ52170,California,5639.941974,High School or Below,M,73168,70,0,Special Auto,425.800112,Four-Door Car
RM34371,Nevada,4715.285559,Bachelor,F,0,64,0,Personal Auto,345.345026,Two-Door Car
TZ65661,California,2742.797845,College,F,32437,69,0,Corporate Auto,331.2,Two-Door Car
YD74214,California,3808.122147,College,F,94903,94,0,Personal Auto,451.2,Two-Door Car
AR99766,Nevada,4692.048347,Bachelor,F,82534,118,0,Personal Auto,4.23752,SUV
ZA30025,Arizona,4055.399126,Bachelor,M,0,121,0,Personal Auto,1215.970113,SUV
IE85867,Arizona,41787.90343,High School or Below,F,46587,119,2,Personal Auto,571.2,Four-Door Car
XK52242,California,9800.33636,Bachelor,M,32245,124,0,Personal Auto,257.502471,SUV
RP12388,Arizona,12379.56803,Bachelor,M,39886,64,1,Personal Auto,290.359207,Two-Door Car
TP30316,California,9705.30895,College,M,79157,61,0,Corporate Auto,117.781906,Two-Door Car
RS60249,Oregon,4253.283113,Bachelor,M,0,62,0,Personal Auto,446.4,Two-Door Car
AL50693,Oregon,3567.503755,Bachelor,M,0,102,0,Corporate Auto,660.430456,SUV
SH36838,Arizona,5153.91989,High School or Below,M,0,74,0,Personal Auto,532.8,Four-Door Car
CV44550,Arizona,7559.206998,College,M,0,119,1,Corporate Auto,964.51598,Four-Door Car
YO23637,Washington,4194.906755,College,M,0,64,3,Special Auto,759.285255,Two-Door Car
AJ32539,Oregon,2829.312319,Bachelor,M,25860,72,0,Personal Auto,345.6,Four-Door Car
VQ48245,Washington,3221.788294,Master,F,77882,79,0,Personal Auto,379.2,Four-Door Car
ID15010,Oregon,10972.06778,Doctor,M,24164,137,0,Personal Auto,657.6,Sports Car
RH28799,Arizona,2430.959055,College,M,0,70,0,Personal Auto,341.329847,Four-Door Car
WC72942,Oregon,3790.190029,High School or Below,M,66169,96,1,Personal Auto,156.429591,Two-Door Car
HT92952,California,8838.085637,Bachelor,M,82664,114,3,Corporate Auto,133.425609,SUV
LR82110,Nevada,20101.65141,Doctor,F,23638,102,0,Personal Auto,489.6,SUV
JE19783,Arizona,6388.21126,Bachelor,M,26436,83,0,Personal Auto,398.4,Two-Door Car
MX97096,Nevada,2656.522604,College,F,0,78,1,Personal Auto,374.4,Four-Door Car
TD51026,Arizona,7714.60093,Bachelor,M,13154,102,0,Personal Auto,489.6,SUV
SD75391,California,2704.537211,Master,F,24173,70,0,Personal Auto,181.468292,Four-Door Car
CN29830,California,2495.464753,High School or Below,M,26689,64,0,Corporate Auto,424.711758,Four-Door Car
RV52244,Arizona,2498.35063,Bachelor,F,31357,63,0,Personal Auto,2.016239,Four-Door Car
WA59097,Oregon,5614.587986,College,F,40417,71,1,Personal Auto,130.303439,Four-Door Car
TV23956,Washington,2089.337182,High School or Below,M,0,63,1,Personal Auto,453.6,Four-Door Car
XQ81794,Arizona,5137.349322,High School or Below,M,93872,64,0,Personal Auto,206.495442,Four-Door Car
BB21794,Oregon,5394.913017,Bachelor,F,29853,69,0,Personal Auto,76.586018,Four-Door Car
HC63693,Arizona,7341.741414,College,F,88049,92,0,Corporate Auto,567.065802,Two-Door Car
KJ55021,Washington,4791.081559,College,F,29111,63,0,Personal Auto,302.4,Four-Door Car
HX45529,Oregon,25169.18817,Master,M,37282,79,0,Personal Auto,222.508607,Four-Door Car
XY78443,Arizona,2147.656911,College,F,0,62,0,Personal Auto,297.6,Two-Door Car
KQ38375,California,9902.392683,Bachelor,F,0,133,0,Personal Auto,945.169882,SUV
HC66205,Washington,3157.742637,High School or Below,M,58248,80,0,Corporate Auto,134.371323,Four-Door Car
KF62288,Oregon,6269.136365,High School or Below,F,0,89,1,Special Auto,942.277602,Two-Door Car
YE46109,Arizona,10839.50749,College,F,26367,139,0,Personal Auto,105.991559,SUV
TT30338,Arizona,7675.871354,Master,F,89586,63,1,Personal Auto,302.4,Four-Door Car
MC22692,Washington,7035.974353,High School or Below,F,86642,87,0,Personal Auto,234.057985,Two-Door Car
FW17421,Washington,3576.705025,High School or Below,F,24959,89,0,Corporate Auto,640.8,Four-Door Car
KE83023,Oregon,10845.74473,Bachelor,M,27279,137,0,Personal Auto,770.227699,SUV
HT96569,Oregon,2656.99458,Bachelor,M,57117,67,0,Personal Auto,321.6,Four-Door Car
GO27855,Oregon,6883.665071,College,F,64600,86,0,Personal Auto,168.28738,Four-Door Car
UX71974,California,20314.44095,College,M,42218,180,3,Personal Auto,212.130344,Luxury Car
QT97406,Arizona,20120.56053,Bachelor,M,32869,85,0,Corporate Auto,117.467331,Two-Door Car
QQ37605,Washington,2547.370551,Master,F,26047,64,1,Personal Auto,187.903224,Four-Door Car
BL79888,Oregon,34611.37896,High School or Below,F,20090,109,0,Personal Auto,523.2,Sports Car
WF91295,Oregon,4254.620669,High School or Below,F,11904,61,2,Personal Auto,292.8,Two-Door Car
NQ92014,California,3659.18314,High School or Below,F,0,106,0,Personal Auto,763.2,SUV
RP33869,Washington,2577.514741,Bachelor,F,49467,65,0,Personal Auto,413.695258,Two-Door Car
TS31001,Oregon,26243.85811,Bachelor,M,55705,113,0,Personal Auto,149.90747,SUV
NE58217,Oregon,27064.46339,Bachelor,F,83560,113,1,Corporate Auto,276.048405,Four-Door Car
BV57364,Arizona,8092.87696,College,M,50825,102,0,Personal Auto,369.614729,SUV
FS84707,Nevada,2691.217074,Doctor,F,82108,67,0,Personal Auto,52.804096,Four-Door Car
AN80983,Oregon,5218.343293,College,M,85721,65,0,Corporate Auto,312,Four-Door Car
UU84036,California,8267.848845,High School or Below,M,59597,69,0,Special Auto,222.791933,Two-Door Car
XQ51968,California,5568.947534,High School or Below,M,0,79,1,Corporate Auto,407.440238,Two-Door Car
CY59740,California,2594.809242,High School or Below,M,0,73,0,Corporate Auto,350.4,Four-Door Car
XT58648,Arizona,8646.504109,High School or Below,F,64125,108,0,Personal Auto,369.818708,SUV
WZ63975,California,2423.755534,High School or Below,F,22319,63,1,Personal Auto,302.4,Two-Door Car
RQ72272,Arizona,2814.2088,College,M,94304,71,0,Personal Auto,182.815897,Two-Door Car
FR34560,Oregon,2506.263939,Master,F,17193,66,0,Corporate Auto,316.8,Four-Door Car
EF99768,California,4424.579094,High School or Below,F,37800,112,0,Corporate Auto,662.715218,SUV
LW50691,Nevada,9555.169159,College,F,96269,118,0,Personal Auto,58.776508,Four-Door Car
EP34249,Oregon,13869.92705,College,M,28432,118,0,Corporate Auto,612.300581,SUV
DQ54144,Arizona,8841.77038,High School or Below,F,0,118,0,Personal Auto,566.4,SUV
SE62920,California,8836.030712,Bachelor,M,63909,112,0,Personal Auto,206.911942,SUV
PL54420,Arizona,33473.34946,Bachelor,F,33190,106,0,Personal Auto,508.8,SUV
QG22665,Arizona,5000.61936,College,M,43723,66,3,Personal Auto,316.8,Four-Door Car
LJ59940,Nevada,16468.22079,High School or Below,F,0,63,0,Corporate Auto,685.12694,Four-Door Car
AV17528,Nevada,9233.19066,High School or Below,F,42600,115,0,Personal Auto,660.136987,Sports Car
ZU88796,Arizona,2448.811216,Bachelor,F,87802,63,5,Personal Auto,173.899238,Four-Door Car
SD96596,Washington,18544.30271,High School or Below,F,34087,235,0,Personal Auto,889.518521,Luxury SUV
LT98784,Oregon,5229.986897,Master,M,18129,69,0,Personal Auto,364.695093,Four-Door Car
OQ45659,Arizona,41745.00646,College,F,45431,116,0,Personal Auto,556.8,Four-Door Car
ZS66375,California,7531.033623,Bachelor,F,0,71,0,Personal Auto,511.2,Four-Door Car
EJ67407,Arizona,8024.508444,High School or Below,M,95191,101,0,Corporate Auto,316.111035,Four-Door Car
JD19036,Arizona,16261.16768,Master,F,41671,136,0,Personal Auto,570.388228,SUV
YO11701,Oregon,8022.686194,High School or Below,M,53231,101,0,Personal Auto,484.8,SUV
KO73340,Oregon,2640.316068,College,M,77299,66,0,Personal Auto,151.872106,Four-Door Car
BV53716,Oregon,5266.420543,High School or Below,F,93348,65,0,Personal Auto,108.567965,Four-Door Car
CV95479,California,3362.670123,Bachelor,M,0,107,2,Personal Auto,770.4,Four-Door Car
OZ97304,Arizona,2630.009217,High School or Below,F,0,78,1,Corporate Auto,374.4,Four-Door Car
RE63028,Nevada,6486.111674,High School or Below,F,87210,81,0,Personal Auto,353.592003,Four-Door Car
LN37854,Arizona,18399.82784,College,F,0,73,0,Personal Auto,525.6,Four-Door Car
MU76701,Washington,3921.018919,College,F,62445,98,1,Personal Auto,681.167228,Four-Door Car
VI66513,California,9688.334578,High School or Below,M,20009,87,1,Corporate Auto,987.122788,Four-Door Car
EB30823,California,19668.86758,College,M,0,67,1,Personal Auto,482.4,Four-Door Car
DQ19343,California,5583.068307,High School or Below,F,57925,72,1,Corporate Auto,204.620759,Two-Door Car
SB61617,California,8935.03414,Master,M,39910,112,0,Personal Auto,561.499579,SUV
DY92795,Oregon,3226.850118,Bachelor,F,83252,80,0,Personal Auto,384,Four-Door Car
WZ92405,Nevada,7492.162376,College,F,31723,62,0,Personal Auto,242.628654,Two-Door Car
WL21375,Arizona,7890.597705,High School or Below,F,0,112,3,Personal Auto,747.658769,Four-Door Car
KL83882,Nevada,6639.328932,Bachelor,F,72661,83,1,Personal Auto,398.4,Four-Door Car
ET87938,Oregon,4328.864771,College,M,24711,62,0,Personal Auto,362.989533,Two-Door Car
EQ87425,California,6919.016085,High School or Below,F,0,69,1,Corporate Auto,40.401396,Four-Door Car
UM17151,California,1898.007675,Bachelor,M,0,67,3,Personal Auto,413.606733,Two-Door Car
MS11057,Oregon,9587.586583,Bachelor,M,84539,119,0,Personal Auto,65.428481,Four-Door Car
UU99893,Arizona,7689.700105,Master,F,42677,96,0,Personal Auto,1084.95655,Four-Door Car
FE93665,Oregon,7897.015071,High School or Below,F,0,72,0,Personal Auto,518.4,Two-Door Car
AN53225,Washington,24672.65531,High School or Below,M,0,76,0,Personal Auto,364.8,Two-Door Car
RL12319,Oregon,7484.383041,High School or Below,F,51692,186,0,Special Auto,892.8,Luxury Car
AR25213,Arizona,7282.967586,High School or Below,M,40858,184,0,Personal Auto,883.2,Luxury SUV
JL15127,Nevada,9816.528302,College,M,37256,62,0,Personal Auto,128.969729,Four-Door Car
SD42668,Washington,5295.625697,Bachelor,M,0,74,0,Personal Auto,532.8,Four-Door Car
ZG82127,California,12741.84754,Bachelor,F,73054,106,1,Corporate Auto,419.365958,SUV
DW37404,California,7858.047444,Bachelor,F,20532,67,0,Personal Auto,282.657499,Four-Door Car
XM87301,Oregon,2397.536652,Bachelor,M,0,66,0,Personal Auto,596.494439,Four-Door Car
TJ46491,Oregon,5980.846151,College,F,22946,76,0,Personal Auto,377.350433,Four-Door Car
KA98111,Washington,2513.117202,Bachelor,M,22475,64,1,Personal Auto,307.2,Four-Door Car
IM15816,Oregon,9403.962744,High School or Below,F,79440,117,0,Personal Auto,500.638118,SUV
ZT63368,Arizona,2618.80573,College,M,0,74,0,Personal Auto,470.956628,Four-Door Car
VU79621,Oregon,8139.996817,Master,M,0,108,0,Personal Auto,518.4,Sports Car
HP20623,California,5227.570224,High School or Below,F,70988,65,0,Personal Auto,312,Four-Door Car
RY44996,Oregon,2677.223462,High School or Below,F,56536,67,0,Special Auto,301.891189,Four-Door Car
YS71471,Arizona,2685.738737,High School or Below,M,45754,69,0,Personal Auto,333.189774,Two-Door Car
VW74085,Oregon,5932.560456,High School or Below,F,48278,74,0,Personal Auto,98.198664,Two-Door Car
YD76280,Oregon,2335.878238,High School or Below,M,22087,61,2,Personal Auto,292.8,Two-Door Car
TL67005,California,4811.184482,High School or Below,F,0,136,1,Corporate Auto,569.908338,SUV
MO65595,Nevada,3386.532195,Bachelor,F,0,92,0,Personal Auto,571.593637,Two-Door Car
RX96438,Washington,2311.211287,High School or Below,F,24400,62,0,Corporate Auto,297.6,Two-Door Car
VA65117,Oregon,7635.422232,High School or Below,M,0,110,0,Personal Auto,1138.687583,SUV
KG16176,Washington,2434.849287,College,F,0,66,0,Personal Auto,167.073308,Four-Door Car
NT79981,Nevada,3605.974564,High School or Below,F,13199,93,0,Personal Auto,582.462008,Four-Door Car
ES88339,California,3337.980868,Master,M,60607,83,0,Corporate Auto,379.583119,Four-Door Car
AD33971,California,12564.06775,Doctor,M,0,68,0,Personal Auto,326.4,Four-Door Car
JR84006,Washington,2454.355436,High School or Below,M,74624,62,1,Personal Auto,297.6,Four-Door Car
FN66436,California,10722.0645,College,F,54311,90,0,Personal Auto,385.572011,Two-Door Car
YX84828,Oregon,5079.830406,Bachelor,F,0,68,0,Personal Auto,326.4,Two-Door Car
JH94846,California,3829.278604,Bachelor,F,19240,99,0,Personal Auto,475.2,Four-Door Car
TX73398,Nevada,3697.04094,Bachelor,M,0,113,0,Personal Auto,813.6,Two-Door Car
RX45809,California,14854.19552,College,M,37899,187,0,Personal Auto,246.993145,Luxury SUV
US36532,Arizona,4938.21454,High School or Below,F,76283,61,0,Corporate Auto,292.8,Four-Door Car
RN86953,California,7536.070851,High School or Below,F,69674,62,1,Personal Auto,297.6,Two-Door Car
RZ50353,California,6243.141785,High School or Below,M,57734,78,0,Personal Auto,374.4,Four-Door Car
QP32003,Arizona,9983.128441,College,F,0,93,0,Personal Auto,669.6,Four-Door Car
WN91943,California,12948.39854,College,M,30763,111,0,Personal Auto,1072.532443,Four-Door Car
BR24590,Arizona,2510.593651,Bachelor,M,0,70,0,Personal Auto,522.41314,Four-Door Car
UI57491,California,5165.571852,Bachelor,M,0,72,0,Personal Auto,518.4,Two-Door Car
UJ70796,Oregon,7413.422501,College,F,52130,62,0,Personal Auto,124.463095,Four-Door Car
NX32730,California,3000.437822,High School or Below,F,77041,74,0,Personal Auto,475.01424,Two-Door Car
OH98172,California,3188.53073,High School or Below,F,81081,79,0,Personal Auto,224.888004,Two-Door Car
AQ30231,California,5800.772699,Bachelor,F,0,78,0,Personal Auto,374.4,Four-Door Car
MU97512,Oregon,7398.873941,Bachelor,M,27383,188,0,Corporate Auto,902.4,Luxury Car
CO75086,Arizona,7269.338677,College,M,20407,95,2,Corporate Auto,36.97749,Four-Door Car
WW52683,California,5067.635525,Bachelor,F,61067,64,1,Personal Auto,86.309744,Four-Door Car
XO38850,Arizona,6227.365252,College,M,0,94,0,Personal Auto,676.8,Four-Door Car
DB50188,California,4448.642277,College,M,23006,113,0,Personal Auto,792.104571,SUV
DG23204,California,2595.558788,Doctor,F,27734,65,0,Personal Auto,193.33986,Four-Door Car
JS64688,Oregon,2595.853636,High School or Below,M,48608,67,0,Personal Auto,321.6,Four-Door Car
PU81096,Arizona,6817.430723,Bachelor,M,43947,61,4,Personal Auto,291.388894,Four-Door Car
IW56740,Oregon,15519.67161,High School or Below,M,23402,82,0,Personal Auto,393.6,Two-Door Car
AK44985,California,3853.473448,College,F,0,110,0,Personal Auto,792,SUV
FX55409,Oregon,8229.240991,Master,F,0,109,0,Personal Auto,298.636534,SUV
BK76107,Oregon,14024.35839,High School or Below,F,81872,115,0,Personal Auto,256.43803,Four-Door Car
AY26056,Arizona,7948.567913,College,F,63892,66,0,Personal Auto,90.712257,Four-Door Car
QR36329,Washington,2624.099741,Bachelor,F,11822,70,0,Corporate Auto,285.894115,Two-Door Car
GF70857,Nevada,2933.960426,College,M,0,83,0,Personal Auto,199.851201,Four-Door Car
QE46704,Nevada,2871.145075,College,M,94178,72,1,Personal Auto,226.10336,Four-Door Car
PD22502,California,4799.621411,Bachelor,F,0,65,0,Personal Auto,312,Two-Door Car
XF94560,Washington,2305.238251,High School or Below,F,0,62,0,Corporate Auto,297.6,Four-Door Car
HZ64168,California,40440.76481,Bachelor,M,0,129,0,Personal Auto,1191.319334,SUV
FT79229,Washington,8900.420359,Bachelor,F,83761,111,0,Personal Auto,532.8,SUV
EI17753,Oregon,4428.031583,High School or Below,F,58577,110,0,Personal Auto,303.872752,SUV
EV15646,California,3781.690691,College,M,46573,94,0,Personal Auto,77.778826,Four-Door Car
FF38892,California,32861.25616,High School or Below,F,49889,118,0,Personal Auto,201.545818,Two-Door Car
PP35705,California,35862.99324,High School or Below,M,26376,121,0,Personal Auto,580.8,SUV
FQ24781,Oregon,2574.020376,Master,F,34990,65,0,Personal Auto,42.689135,Four-Door Car
CR20811,California,10660.89661,Bachelor,F,60642,133,0,Personal Auto,428.27511,SUV
XT55646,Arizona,4428.625763,Bachelor,M,18263,117,0,Personal Auto,758.333096,SUV
JH30819,California,25674.14895,Bachelor,F,66550,107,1,Corporate Auto,513.6,SUV
YV88022,Washington,6689.022728,High School or Below,M,56980,84,0,Personal Auto,599.000883,Two-Door Car
VF57165,California,16256.80661,High School or Below,F,21206,136,0,Corporate Auto,98.086192,Sports Car
AZ36763,Arizona,11834.73469,Bachelor,F,0,85,0,Personal Auto,612,Four-Door Car
FL50532,Arizona,8237.251407,Master,M,48866,103,0,Personal Auto,494.4,Sports Car
JP88955,Oregon,8876.667487,High School or Below,M,30525,115,0,Personal Auto,368.022992,Sports Car
QF69163,Washington,4373.35826,College,F,25676,113,0,Personal Auto,542.4,Two-Door Car
OA26316,Arizona,2221.364314,College,F,0,62,0,Personal Auto,699.521401,Four-Door Car
FL55134,Nevada,10408.96865,High School or Below,M,20228,101,1,Personal Auto,523.815839,SUV
OL48469,Nevada,4162.179638,High School or Below,M,0,67,3,Personal Auto,321.6,Four-Door Car
CR86548,Nevada,12349.70232,Master,F,67248,102,0,Personal Auto,489.6,SUV
XO11574,California,3399.125502,High School or Below,M,28928,87,1,Personal Auto,192.644347,Four-Door Car
DM34321,California,3420.661111,Master,F,11652,89,0,Personal Auto,526.476537,Two-Door Car
WH56217,Washington,8927.565817,College,M,29136,118,0,Corporate Auto,566.4,SUV
BV55733,Nevada,10852.95712,College,M,67696,97,5,Corporate Auto,17.479575,Two-Door Car
PK37121,Washington,4369.595738,High School or Below,F,91775,108,0,Personal Auto,256.893746,SUV
EO87464,Oregon,7915.980712,High School or Below,M,31383,99,0,Corporate Auto,475.2,Four-Door Car
UF49068,California,7754.666388,College,M,0,117,0,Corporate Auto,918.655051,SUV
CH20044,California,2241.463188,Bachelor,F,0,65,0,Corporate Auto,312,Four-Door Car
NU57274,California,9354.128045,Bachelor,M,0,135,0,Personal Auto,972,SUV
CV63337,Oregon,3499.139864,Bachelor,F,37273,88,0,Personal Auto,422.4,Two-Door Car
GY87675,Oregon,5140.391812,College,M,26952,76,1,Corporate Auto,364.8,Four-Door Car
OH93496,Arizona,3703.404606,Bachelor,M,0,109,0,Personal Auto,784.8,SUV
AY99324,Oregon,6555.360031,College,M,21853,86,0,Personal Auto,412.8,Four-Door Car
MR27647,Washington,3312.176781,High School or Below,F,27431,85,0,Personal Auto,457.783791,Four-Door Car
VQ82774,California,16301.9676,Master,F,19614,85,0,Personal Auto,574.024018,Two-Door Car
WT38706,Oregon,14635.45158,Bachelor,F,0,139,0,Personal Auto,667.2,SUV
UI89243,California,5723.535705,Bachelor,F,77646,71,0,Personal Auto,340.8,Four-Door Car
XP69351,California,2443.925701,College,M,0,69,0,Personal Auto,124.180159,Four-Door Car
PY64219,California,13024.13012,Master,M,0,125,0,Personal Auto,900,SUV
QJ64737,California,6165.864761,High School or Below,F,60884,77,0,Personal Auto,491.848498,Four-Door Car
IU14618,Oregon,5838.89915,High School or Below,M,81082,73,0,Personal Auto,281.295903,Four-Door Car
HH61461,Nevada,9971.017125,Bachelor,F,57483,82,0,Personal Auto,540.072619,Four-Door Car
JX10102,Arizona,3223.217276,High School or Below,F,0,91,1,Personal Auto,655.2,Four-Door Car
SG86615,Oregon,14558.42424,High School or Below,M,40260,73,0,Personal Auto,299.505575,Four-Door Car
VE47660,Oregon,9033.246265,High School or Below,F,30004,112,0,Personal Auto,806.4,SUV
BZ36030,Oregon,12590.93519,College,M,62575,106,0,Personal Auto,508.8,Two-Door Car
KJ52520,Arizona,8161.781091,High School or Below,F,45270,70,0,Personal Auto,46.053458,Two-Door Car
IK60267,Nevada,2730.96734,Bachelor,F,24967,69,0,Personal Auto,331.2,Two-Door Car
NX15614,Oregon,20294.39491,High School or Below,M,0,73,0,Personal Auto,525.6,Two-Door Car
JO64353,Oregon,5301.835462,High School or Below,F,20269,66,0,Personal Auto,475.2,Two-Door Car
BL89983,California,9035.671134,High School or Below,F,34337,113,0,Special Auto,542.4,Four-Door Car
SE64365,California,4674.705262,High School or Below,M,35830,118,1,Corporate Auto,597.259924,Four-Door Car
JW16295,California,10676.58892,High School or Below,F,55510,89,0,Personal Auto,427.2,Two-Door Car
IC61020,Oregon,7437.514997,High School or Below,F,88360,185,0,Personal Auto,929.958895,Luxury Car
WB73140,Arizona,5447.809042,High School or Below,F,0,73,0,Personal Auto,350.4,Four-Door Car
JP52554,California,15550.19077,Bachelor,F,17449,71,0,Corporate Auto,268.676912,Four-Door Car
QZ24527,California,33473.34946,Bachelor,F,33190,106,0,Personal Auto,508.8,SUV
VB53090,California,8013.608606,Master,M,43196,66,0,Personal Auto,1.48947,Four-Door Car
LR49580,Oregon,5061.180855,Bachelor,F,59216,64,2,Personal Auto,200.493214,Four-Door Car
LH66741,Arizona,7034.345804,Bachelor,M,23158,63,3,Personal Auto,302.4,Four-Door Car
IS79761,Oregon,3815.851163,High School or Below,M,38651,98,0,Personal Auto,470.4,Two-Door Car
PM11577,Oregon,8476.766278,Bachelor,F,74001,108,3,Corporate Auto,254.311154,Two-Door Car
ZB84321,Washington,19690.44179,College,F,36032,70,0,Personal Auto,336,Four-Door Car
QO26846,Oregon,3359.290918,Master,F,16891,88,0,Personal Auto,633.6,Four-Door Car
YU55375,Oregon,4502.408771,College,M,0,67,0,Personal Auto,499.590386,Two-Door Car
